leader,follower,lag_days,train_events,train_success_rate,train_average_return,train_baseline_rate,train_uplift,test_events,test_success_rate,test_average_return,test_median_return,test_baseline_rate,test_uplift,relationship_score
ENJSA,BRLSM,1,13,23.08,-0.91,13.86,9.22,4,75.0,4.84,5.17,14.11,60.89,53.69
TABGD,IHAAS,5,17,35.29,1.7,17.5,17.8,4,75.0,3.74,3.54,24.47,50.53,53.69
JANTS,BURVA,4,38,36.84,1.72,17.93,18.91,7,71.43,5.06,7.11,34.45,36.97,53.69
BRISA,INVEO,2,21,19.05,0.94,14.23,4.82,4,75.0,5.32,4.27,10.42,64.58,53.68
EGEPO,BRYAT,3,43,13.95,0.45,13.72,0.24,9,77.78,3.65,3.8,9.62,68.15,53.65
BRISA,MNDTR,2,19,21.05,0.91,12.1,8.95,4,75.0,4.04,4.09,6.25,68.75,53.61
TAVHL,GZNMI,1,10,20.0,0.37,18.42,1.58,5,80.0,4.57,5.08,19.92,60.08,53.61
BRISA,CRDFA,5,21,33.33,0.9,21.47,11.86,4,75.0,4.26,7.11,22.36,52.64,53.61
PETUN,ICBCT,5,19,10.53,0.15,13.77,-3.25,4,75.0,6.84,8.67,10.13,64.87,53.59
KOPOL,KAPLM,1,23,39.13,1.34,18.61,20.52,11,63.64,4.38,4.57,21.99,41.64,53.58
NTHOL,ODINE,2,18,33.33,-0.06,20.29,13.05,4,75.0,4.71,4.45,26.86,48.14,53.57
ISFIN,BURVA,1,22,13.64,0.82,18.22,-4.58,5,80.0,7.47,9.95,34.44,45.56,53.55
ASUZU,KNFRT,3,21,23.81,-0.36,16.5,7.31,4,75.0,4.89,6.62,14.64,60.36,53.52
DOHOL,PEKGY,1,9,33.33,-2.06,20.51,12.82,4,75.0,3.27,3.46,16.18,58.82,53.51
ENJSA,OZRDN,1,13,23.08,0.49,14.4,8.68,4,75.0,6.71,8.79,28.63,46.37,53.51
KLKIM,VERUS,1,26,34.62,2.07,15.05,19.57,9,66.67,4.18,4.61,19.09,47.58,53.48
AGESA,LIDFA,4,23,17.39,0.16,14.68,2.71,5,80.0,3.78,5.69,12.9,67.1,53.47
GOLTS,LIDER,2,32,34.38,1.47,18.77,15.6,4,75.0,3.76,3.28,23.33,51.67,53.44
BFREN,ALKLC,1,15,20.0,0.45,17.43,2.57,5,80.0,4.49,5.46,20.99,59.01,53.42
RAYSG,PRZMA,1,51,17.65,0.36,14.4,3.25,5,80.0,5.29,5.34,25.31,54.69,53.39
KONKA,ENSRI,5,24,33.33,0.42,22.86,10.47,7,71.43,4.42,6.39,21.52,49.91,53.35
KLSER,TATGD,1,21,14.29,-0.44,10.3,3.99,4,75.0,5.95,6.15,11.62,63.38,53.31
ENJSA,TRHOL,2,12,41.67,2.59,26.39,15.28,4,75.0,3.73,3.78,30.83,44.17,53.31
ISCTR,A1CAP,2,14,21.43,0.64,11.26,10.16,4,75.0,4.83,4.79,15.0,60.0,53.3
EUREN,BURVA,4,27,7.41,-0.61,17.93,-10.52,10,80.0,6.47,6.5,34.45,45.55,53.3
NATEN,TRHOL,5,40,35.0,1.01,26.35,8.65,4,75.0,5.33,5.41,31.22,43.78,53.3
TSGYO,TRHOL,5,30,43.33,1.71,26.35,16.99,6,66.67,5.75,8.35,31.22,35.44,53.26
PENTA,HOROZ,4,9,11.11,0.1,16.36,-5.25,5,80.0,4.5,3.95,11.25,68.75,53.22
KIMMR,UFUK,4,38,39.47,1.88,24.3,15.17,9,66.67,3.66,3.56,18.07,48.6,53.21
RAYSG,TMPOL,4,51,29.41,0.39,19.12,10.29,4,75.0,4.87,4.34,23.95,51.05,53.19
DOHOL,PCILT,2,8,25.0,0.14,15.48,9.52,4,75.0,4.39,4.3,15.42,59.58,53.18
BEGYO,BIGTK,2,30,26.67,0.6,24.6,2.06,4,75.0,5.4,6.73,19.17,55.83,53.16
VESTL,PATEK,4,12,50.0,3.41,23.94,26.06,5,60.0,4.89,7.43,17.92,42.08,53.16
GARAN,BAKAB,4,25,16.0,0.1,14.14,1.86,5,80.0,3.9,3.29,13.45,66.55,53.14
ENKAI,BURCE,5,14,21.43,-0.09,18.29,3.14,4,75.0,6.6,9.98,24.05,50.95,53.1
SAHOL,KONTR,1,14,28.57,1.33,15.19,13.38,6,66.67,5.91,7.4,15.77,50.9,53.1
ENJSA,ALKA,1,13,23.08,0.28,15.38,7.69,4,75.0,4.25,3.2,11.62,63.38,53.07
JANTS,ASTOR,5,38,13.16,-0.17,12.57,0.58,6,83.33,3.99,3.89,22.36,60.97,53.06
DEVA,NETAS,2,9,11.11,-1.48,16.47,-5.36,5,80.0,5.21,4.56,17.5,62.5,53.04
ISSEN,SANFM,5,10,60.0,1.24,25.05,34.95,7,57.14,2.76,3.16,16.46,40.69,53.02
BANVT,EDIP,5,49,16.33,0.5,16.57,-0.24,5,80.0,3.73,3.83,11.81,68.19,53.0
AFYON,LINK,1,12,25.0,-1.05,23.87,1.13,4,75.0,5.15,5.47,15.77,59.23,52.99
PETKM,TRHOL,2,12,41.67,2.34,26.39,15.28,10,70.0,3.35,4.54,30.83,39.17,52.99
NTHOL,TURGG,2,27,14.81,0.03,18.18,-3.37,4,75.0,5.62,6.11,8.33,66.67,52.98
AGHOL,KORDS,4,15,6.67,0.25,7.94,-1.27,5,80.0,5.38,3.59,14.63,65.37,52.98
LOGO,RUZYE,1,22,9.09,0.15,14.26,-5.17,4,75.0,7.1,7.9,13.69,61.31,52.98
AGHOL,CVKMD,1,15,20.0,0.31,18.74,1.26,5,80.0,4.68,4.37,23.65,56.35,52.98
VESTL,ISBTR,2,18,33.33,2.15,19.05,14.29,6,66.67,4.76,7.13,13.33,53.33,52.95
SNPAM,RUBNS,1,76,14.47,0.19,13.27,1.21,8,75.0,5.29,4.79,16.6,58.4,52.94
BEGYO,UFUK,3,31,29.03,1.81,24.25,4.78,4,75.0,4.51,6.09,17.99,57.01,52.94
ENKAI,KLRHO,4,14,35.71,1.85,15.28,20.43,4,75.0,3.41,3.67,28.15,46.85,52.94
SAHOL,KSTUR,2,14,42.86,1.64,29.17,13.69,6,66.67,3.36,3.24,12.08,54.58,52.92
ALCAR,GUNDG,1,15,20.0,1.04,17.0,3.0,7,85.71,3.76,4.22,39.09,46.62,52.91
DOHOL,OZRDN,2,9,33.33,1.9,14.23,19.1,4,75.0,3.92,4.69,28.75,46.25,52.91
GARAN,OZATD,2,11,36.36,2.09,16.98,19.38,6,66.67,5.07,6.42,22.73,43.94,52.91
THYAO,KSTUR,2,13,23.08,-0.97,29.17,-6.09,4,75.0,4.95,4.02,12.08,62.92,52.88
GWIND,TRCAS,5,12,25.0,0.35,14.97,10.03,4,75.0,3.48,3.84,10.55,64.45,52.86
BEGYO,POLTK,4,31,25.81,0.51,17.13,8.67,4,75.0,3.95,6.67,13.87,61.13,52.86
ENJSA,DITAS,1,13,23.08,0.16,16.04,7.04,4,75.0,5.82,7.18,24.07,50.93,52.84
TBORG,PASEU,4,19,31.58,1.61,17.87,13.71,4,75.0,4.51,4.95,27.73,47.27,52.84
TAVHL,KRDMB,4,11,18.18,0.38,10.36,7.82,5,80.0,3.65,5.51,19.75,60.25,52.83
TSGYO,GATEG,5,30,50.0,1.58,27.54,22.46,6,66.67,2.11,3.76,16.88,49.79,52.83
TBORG,BIGTK,3,28,25.0,0.39,24.45,0.55,4,75.0,5.5,6.77,18.83,56.17,52.82
ISCTR,OZRDN,1,14,28.57,1.56,14.4,14.17,4,75.0,4.97,5.53,28.63,46.37,52.82
TOASO,VANGD,2,17,41.18,2.07,19.64,21.53,6,66.67,3.66,4.06,19.17,47.5,52.79
RAYSG,SUWEN,5,51,11.76,-0.14,13.52,-1.75,4,75.0,6.08,6.22,9.7,65.3,52.78
BIMAS,MAALT,4,13,0.0,-2.13,15.74,-15.74,5,80.0,5.58,4.93,10.5,69.5,52.77
BESLR,EKSUN,1,33,15.15,-0.26,8.48,6.67,8,75.0,3.77,4.64,11.2,63.8,52.7
RAYSG,IHAAS,2,51,15.69,-0.04,17.59,-1.9,5,80.0,5.25,6.16,24.17,55.83,52.68
AVPGY,HUNER,5,11,18.18,0.98,9.74,8.44,4,75.0,4.24,4.17,9.28,65.72,52.66
ULUUN,GUNDG,2,10,10.0,-1.83,17.0,-7.0,6,83.33,6.43,6.45,39.26,44.08,52.63
AVPGY,KMPUR,5,11,18.18,0.51,10.93,7.25,4,75.0,4.67,4.89,11.81,63.19,52.62
TEZOL,MANAS,5,23,13.04,0.37,21.27,-8.23,7,85.71,3.91,4.12,32.49,53.22,52.62
KLSER,ODINE,1,11,27.27,0.21,20.29,6.99,4,75.0,5.48,6.41,26.75,48.25,52.62
KONYA,BURVA,3,22,22.73,0.09,18.09,4.64,5,80.0,5.16,5.09,34.31,45.69,52.62
DOHOL,ESCOM,1,9,22.22,-0.58,18.54,3.68,4,75.0,5.56,7.01,19.92,55.08,52.6
GARAN,PRZMA,4,25,20.0,-1.51,14.48,5.52,5,80.0,4.26,4.45,25.63,54.37,52.59
CCOLA,GZNMI,1,14,35.71,1.5,18.42,17.3,9,66.67,3.78,3.44,19.92,46.75,52.59
AYGAZ,ATATP,3,11,18.18,0.34,19.48,-1.3,5,80.0,4.75,5.65,23.43,56.57,52.58
BRISA,TURSG,2,21,9.52,-0.12,15.02,-5.5,4,75.0,6.19,6.59,9.35,65.65,52.57
ATAKP,KAPLM,1,11,45.45,2.5,18.61,26.84,6,66.67,2.77,3.85,21.99,44.67,52.54
BIGCH,GUNDG,5,27,22.22,0.92,17.0,5.22,16,75.0,5.34,8.57,39.75,35.25,52.54
AKGRT,OZRDN,1,24,29.17,2.09,14.4,14.77,4,75.0,4.63,5.82,28.63,46.37,52.52
BEGYO,EGGUB,5,31,22.58,0.66,14.57,8.01,4,75.0,3.98,3.28,12.24,62.76,52.49
INDES,GESAN,1,22,31.82,1.75,15.64,16.17,6,66.67,4.99,4.52,17.43,49.24,52.46
THYAO,ALCTL,1,14,28.57,0.78,15.84,12.73,4,75.0,3.04,4.27,14.94,60.06,52.45
ISCTR,BURVA,4,13,23.08,1.16,17.93,5.15,4,75.0,7.13,9.93,34.45,40.55,52.44
PGSUS,VANGD,2,12,33.33,2.57,19.64,13.69,4,75.0,2.86,4.06,19.17,55.83,52.43
CCOLA,ULUSE,1,14,28.57,1.76,15.05,13.52,9,66.67,4.45,3.51,15.77,50.9,52.43
GARAN,RALYH,1,25,16.0,-0.03,18.34,-2.34,6,83.33,2.97,3.42,20.33,63.0,52.42
BEGYO,TRHOL,5,31,35.48,1.18,26.35,9.14,4,75.0,4.63,5.47,31.22,43.78,52.42
THYAO,GOKNR,1,14,21.43,1.24,13.86,7.57,4,75.0,3.76,3.91,9.54,65.46,52.4
CEMAS,BURVA,1,59,16.95,0.18,18.22,-1.27,16,75.0,5.76,9.93,34.44,40.56,52.39
GOODY,GIPTA,5,14,42.86,2.01,18.77,24.09,6,66.67,2.99,4.15,19.83,46.84,52.37
NATEN,DYOBY,5,40,12.5,-0.56,16.9,-4.4,4,75.0,5.76,6.19,10.13,64.87,52.36
ATAKP,BESLR,2,11,36.36,1.42,14.09,22.28,6,66.67,2.65,3.64,9.58,57.08,52.34
TSPOR,ODINE,5,22,22.73,0.68,20.29,2.44,8,75.0,5.02,4.96,26.78,48.22,52.34
ASUZU,DOGUB,3,21,28.57,0.7,16.7,11.87,4,75.0,5.36,8.61,32.22,42.78,52.34
TEZOL,KONTR,5,23,43.48,2.17,14.71,28.77,7,57.14,5.07,7.18,16.03,41.11,52.34
PENTA,TEHOL,4,18,16.67,0.01,25.2,-8.53,5,80.0,4.4,3.32,20.59,59.41,52.32
TOASO,GZNMI,1,18,33.33,1.76,18.42,14.92,6,66.67,5.15,5.86,19.92,46.75,52.31
RAYSG,POLTK,4,51,15.69,-0.22,17.13,-1.45,4,75.0,5.79,6.84,13.87,61.13,52.3
AEFES,BURVA,4,23,8.7,-1.1,17.93,-9.23,6,83.33,5.74,6.29,34.45,48.88,52.29
BEGYO,RUZYE,4,31,22.58,0.69,14.34,8.24,4,75.0,4.03,5.23,13.87,61.13,52.27
GARAN,DOGUB,4,25,16.0,0.84,16.73,-0.73,5,80.0,6.03,5.24,32.35,47.65,52.27
ISBIR,KTLEV,2,26,19.23,-0.56,20.8,-1.57,8,75.0,5.87,6.21,28.23,46.77,52.26
AGESA,KUVVA,5,23,21.74,-0.24,19.96,1.78,5,80.0,3.07,3.76,17.72,62.28,52.18
AVPGY,FZLGY,5,11,27.27,0.77,17.6,9.67,4,75.0,3.31,3.79,14.77,60.23,52.17
TBORG,TATEN,1,28,17.86,0.21,15.78,2.08,4,75.0,5.82,7.88,18.67,56.33,52.13
AKGRT,KUVVA,4,24,20.83,-0.17,20.12,0.71,4,75.0,5.42,6.68,17.65,57.35,52.12
TBORG,TRHOL,5,28,21.43,-0.15,26.35,-4.92,4,75.0,7.21,8.68,31.22,43.78,52.11
RAYSG,OYYAT,5,51,7.84,-0.15,9.18,-1.34,4,75.0,6.14,6.13,9.7,65.3,52.09
AVPGY,TKNSA,5,10,20.0,0.18,14.97,5.03,4,75.0,4.13,4.56,10.55,64.45,52.09
AVPGY,PRZMA,5,11,27.27,1.01,14.51,12.76,4,75.0,4.41,4.96,25.74,49.26,52.09
ASUZU,GZNMI,5,22,9.09,0.07,18.56,-9.47,4,75.0,7.37,9.02,20.25,54.75,52.07
CMBTN,GUNDG,1,12,8.33,-0.57,17.0,-8.67,7,85.71,5.02,4.78,39.09,46.62,52.02
BIENY,VANGD,2,16,37.5,0.56,19.64,17.86,11,63.64,3.44,4.35,19.17,44.47,52.01
KCAER,OZATD,1,8,25.0,0.27,16.98,8.02,9,66.67,6.11,7.33,22.63,44.03,52.01
BRISA,DITAS,4,21,23.81,-0.49,15.94,7.87,4,75.0,5.12,4.66,24.37,50.63,52.0
VESTL,BIGTK,2,18,38.89,1.38,24.6,14.29,6,66.67,4.16,7.1,19.17,47.5,52.0
ENJSA,PASEU,1,8,25.0,1.97,17.87,7.13,4,75.0,5.49,6.27,27.8,47.2,51.99
TMSN,SAFKR,2,33,27.27,0.23,21.15,6.13,4,75.0,3.78,3.82,16.67,58.33,51.96
TMSN,KAPLM,1,33,33.33,1.45,18.61,14.72,4,75.0,2.82,4.17,21.99,53.01,51.96
INVEO,GUNDG,3,19,26.32,1.01,17.0,9.31,8,75.0,5.29,6.36,39.42,35.58,51.96
ENJSA,KAPLM,1,13,23.08,0.74,18.61,4.46,4,75.0,5.2,5.14,21.99,53.01,51.94
ASUZU,BURVA,3,21,28.57,1.63,18.09,10.48,4,75.0,5.51,8.04,34.31,40.69,51.94
TABGD,BVSAN,1,17,23.53,0.6,14.85,8.68,4,75.0,3.82,4.2,15.35,59.65,51.92
KLSER,GZNMI,1,21,28.57,1.31,18.42,10.16,4,75.0,3.61,4.66,19.92,55.08,51.92
AGHOL,ALCTL,1,15,20.0,0.62,15.84,4.16,5,80.0,2.51,3.46,14.94,65.06,51.9
AVPGY,AKFGY,5,10,20.0,2.45,8.98,11.02,4,75.0,3.0,3.42,7.59,67.41,51.88
ISCTR,ALCTL,3,13,23.08,0.55,15.9,7.17,4,75.0,3.95,3.87,15.06,59.94,51.85
AFYON,SNGYO,1,12,16.67,-0.53,13.21,3.45,4,75.0,4.26,4.78,8.3,66.7,51.83
BEGYO,DOGUB,1,30,23.33,0.5,16.63,6.7,4,75.0,6.19,9.12,31.95,43.05,51.82
BIMAS,VBTYZ,4,13,15.38,-0.67,14.54,0.84,5,80.0,3.91,4.32,18.91,61.09,51.79
THYAO,PEKGY,1,14,28.57,0.38,20.51,8.06,4,75.0,3.22,3.46,16.18,58.82,51.77
TMSN,INFO,4,33,15.15,0.29,15.87,-0.72,4,75.0,6.51,7.13,21.37,53.63,51.77
NATEN,OZRDN,5,40,25.0,0.77,14.31,10.69,4,75.0,5.13,5.7,29.11,45.89,51.73
BANVT,EUPWR,3,49,12.24,-0.3,13.07,-0.82,5,80.0,4.58,3.52,20.5,59.5,51.72
BEGYO,BEYAZ,5,31,16.13,0.83,15.57,0.56,4,75.0,4.89,4.28,10.97,64.03,51.7
BFREN,GMTAS,1,38,7.89,-0.3,14.99,-7.1,5,80.0,4.51,4.21,15.77,64.23,51.69
LOGO,PRKAB,3,22,9.09,0.7,12.92,-3.83,4,75.0,6.09,7.19,12.55,62.45,51.69
BANVT,INFO,4,49,10.2,-0.89,15.87,-5.67,5,80.0,4.95,6.64,21.37,58.63,51.69
TURSG,BURVA,1,24,8.33,-0.52,18.22,-9.88,10,80.0,5.27,5.09,34.44,45.56,51.68
AKMGY,HEDEF,1,44,11.36,-0.59,19.72,-8.36,12,75.0,5.15,4.96,27.94,47.06,51.66
NATEN,ADEL,5,40,20.0,0.65,17.1,2.9,4,75.0,4.67,4.55,15.19,59.81,51.65
LYDHO,BURVA,1,63,23.81,0.61,18.22,5.59,17,70.59,5.4,9.23,34.44,36.15,51.64
KLSER,FMIZP,1,21,19.05,1.1,15.25,3.8,4,75.0,3.82,4.0,8.71,66.29,51.62
TAVHL,VANGD,2,10,50.0,3.07,19.64,30.36,5,60.0,3.6,3.6,19.17,40.83,51.62
AGESA,DITAS,2,22,13.64,-0.15,16.07,-2.44,4,75.0,6.97,8.12,24.17,50.83,51.6
GARAN,ATAKP,4,25,8.0,-0.09,8.96,-0.96,5,80.0,3.33,3.74,7.56,72.44,51.58
AKGRT,MEKAG,4,21,14.29,-1.07,18.28,-3.99,4,75.0,5.59,5.8,14.58,60.42,51.58
SNPAM,OFSYM,1,35,14.29,-0.1,13.4,0.88,8,75.0,4.33,4.08,15.77,59.23,51.58
THYAO,GIPTA,5,10,20.0,0.33,18.77,1.23,4,75.0,5.41,5.83,19.83,55.17,51.58
ASUZU,TGSAS,2,20,30.0,1.28,20.04,9.96,4,75.0,2.49,3.42,14.58,60.42,51.56
BEGYO,PRKAB,5,31,6.45,-0.33,12.77,-6.32,4,75.0,6.36,6.98,12.66,62.34,51.55
ISCTR,IHAAS,1,14,28.57,0.16,17.55,11.02,4,75.0,3.83,4.58,24.07,50.93,51.55
KLSER,PSGYO,3,21,9.52,0.05,16.83,-7.31,4,75.0,6.76,8.93,18.83,56.17,51.53
TBORG,TARKM,4,19,15.79,0.19,8.58,7.21,4,75.0,4.23,5.34,11.76,63.24,51.48
GOLTS,TEHOL,2,32,12.5,-1.1,25.1,-12.6,4,75.0,6.6,8.59,20.83,54.17,51.48
ENTRA,GEREL,1,15,40.0,2.2,18.34,21.66,10,60.0,4.09,3.27,19.5,40.5,51.48
AKBNK,ULUSE,1,29,20.69,0.87,15.05,5.64,9,66.67,5.64,7.38,15.77,50.9,51.46
GOLTS,PAGYO,3,31,3.23,-0.27,11.13,-7.91,4,75.0,6.76,8.13,12.97,62.03,51.44
AFYON,EGPRO,4,12,25.0,1.77,13.49,11.51,4,75.0,3.09,3.83,15.97,59.03,51.42
JANTS,KRONT,5,39,35.9,1.25,19.28,16.61,6,66.67,3.91,4.44,18.99,47.68,51.41
TMSN,DITAS,2,32,18.75,0.98,16.07,2.68,4,75.0,5.88,6.0,24.17,50.83,51.39
SAHOL,KLRHO,2,11,36.36,2.26,15.28,21.08,6,66.67,4.64,6.53,28.33,38.33,51.39
KOPOL,BURVA,1,23,21.74,0.45,18.22,3.52,11,72.73,5.25,9.95,34.44,38.29,51.36
GSDHO,BAKAB,4,9,55.56,3.41,14.14,41.41,12,50.0,2.15,2.75,13.45,36.55,51.36
RAYSG,PARSN,4,51,15.69,-0.98,12.55,3.14,4,75.0,3.99,4.19,7.56,67.44,51.33
ALARK,DITAS,4,11,9.09,-2.13,15.94,-6.85,5,80.0,5.26,4.29,24.37,55.63,51.33
LMKDC,KERVN,1,25,52.0,3.07,17.43,34.57,5,60.0,3.63,3.14,26.14,33.86,51.3
GOLTS,ARTMS,4,10,20.0,0.25,12.86,7.14,4,75.0,4.25,4.82,17.08,57.92,51.28
EKSUN,KMPUR,5,16,18.75,1.13,10.93,7.82,7,71.43,3.95,3.51,11.81,59.61,51.27
ANHYT,HEDEF,2,33,18.18,0.56,19.76,-1.58,8,75.0,5.33,4.84,28.05,46.95,51.27
AGHOL,ALGYO,5,15,13.33,-0.01,9.74,3.59,5,80.0,3.73,4.64,20.25,59.75,51.25
BRISA,SUNTK,5,21,28.57,0.28,17.96,10.61,4,75.0,3.1,4.87,19.83,55.17,51.24
AVPGY,ADGYO,5,10,20.0,0.06,10.19,9.81,4,75.0,3.7,3.35,15.19,59.81,51.23
BRLSM,ANELE,1,32,31.25,1.84,15.45,15.8,22,63.64,4.54,4.71,26.14,37.5,51.2
BEGYO,ECZYT,5,31,6.45,-0.74,13.17,-6.72,4,75.0,6.33,7.32,14.35,60.65,51.17
SOKM,MTRKS,1,10,50.0,2.83,17.75,32.25,5,60.0,2.66,3.37,15.77,44.23,51.17
KLSER,ODAS,1,21,19.05,0.4,9.7,9.34,4,75.0,3.45,3.76,12.45,62.55,51.15
ISCTR,ADESE,2,14,14.29,-0.27,17.0,-2.71,4,75.0,5.03,5.81,12.5,62.5,51.15
GOLTS,MSGYO,1,32,18.75,-0.07,17.16,1.59,4,75.0,4.43,3.81,13.69,61.31,51.15
DARDL,EFOR,5,18,33.33,1.26,17.92,15.42,4,75.0,2.35,4.7,23.01,51.99,51.15
TOASO,SUNTK,2,17,35.29,1.92,18.25,17.04,6,66.67,3.85,3.53,19.58,47.08,51.14
KLSER,HEKTS,1,21,9.52,-0.34,9.11,0.41,4,75.0,5.54,5.16,12.03,62.97,51.12
TEZOL,KORDS,4,23,17.39,0.96,7.94,9.45,7,71.43,4.24,3.36,14.63,56.79,51.11
AGHOL,IHAAS,1,15,20.0,1.09,17.55,2.45,5,80.0,3.37,3.14,24.07,55.93,51.11
QNBTR,QNBFK,1,78,56.41,3.76,23.17,33.24,14,50.0,2.76,2.85,14.11,35.89,51.09
TMSN,KUVVA,2,32,21.88,0.01,20.44,1.44,4,75.0,4.49,5.19,17.5,57.5,51.08
PETUN,TCKRC,2,10,20.0,-0.55,15.44,4.56,4,75.0,4.51,4.88,18.18,56.82,51.06
ISCTR,BRSAN,4,13,15.38,-0.09,13.15,2.24,4,75.0,5.4,6.16,18.49,56.51,51.06
THYAO,HEDEF,2,14,35.71,1.21,19.76,15.95,4,75.0,2.59,3.18,28.05,46.95,51.06
ICBCT,SANFM,1,32,25.0,0.14,25.05,-0.05,10,70.0,3.91,4.61,16.6,53.4,51.05
MNDTR,RYGYO,2,21,9.52,-0.05,15.22,-5.69,5,80.0,3.48,4.01,12.92,67.08,51.04
AGHOL,DITAS,2,14,14.29,-0.82,16.07,-1.79,5,80.0,4.34,4.74,24.17,55.83,51.03
BRISA,BASGZ,4,21,14.29,0.1,12.7,1.59,4,75.0,4.07,4.42,7.14,67.86,51.02
BEGYO,MAALT,5,31,16.13,0.5,15.77,0.36,4,75.0,4.39,3.13,10.55,64.45,51.01
CCOLA,KLKIM,1,14,28.57,0.53,14.46,14.12,9,66.67,2.44,3.45,8.3,58.37,51.0
KLSER,AKENR,1,21,19.05,0.39,15.05,4.0,4,75.0,3.82,4.35,12.03,62.97,50.98
BEGYO,ONCSM,3,31,12.9,0.38,13.32,-0.42,4,75.0,5.89,6.95,18.41,56.59,50.98
EKSUN,HALKB,5,16,18.75,0.85,11.18,7.57,7,71.43,4.55,4.25,17.72,53.71,50.95
KIMMR,KERVN,1,38,15.79,0.0,17.43,-1.64,8,75.0,5.18,7.46,26.14,48.86,50.95
KLSER,AKFYE,3,20,20.0,1.24,13.12,6.88,4,75.0,3.32,3.86,11.72,63.28,50.92
NTHOL,SUNTK,2,26,30.77,1.2,18.25,12.52,4,75.0,2.36,3.24,19.58,55.42,50.91
TMSN,EDATA,3,33,30.3,0.54,18.61,11.69,4,75.0,2.89,3.65,22.59,52.41,50.88
AGHOL,MHRGY,2,10,40.0,1.72,10.93,29.07,5,60.0,3.24,3.39,9.2,50.8,50.88
AGESA,VANGD,1,23,21.74,0.31,19.8,1.94,4,75.0,4.53,5.0,19.09,55.91,50.87
AVPGY,EUPWR,5,11,9.09,0.47,12.72,-3.63,4,75.0,6.62,7.55,20.68,54.32,50.86
NTHOL,INFO,2,27,11.11,0.49,16.21,-5.09,4,75.0,6.42,7.23,21.2,53.8,50.86
AKFGY,SONME,5,16,62.5,3.2,20.16,42.34,6,50.0,2.66,3.12,12.66,37.34,50.81
TARKM,OZATD,1,10,50.0,1.77,16.98,33.02,17,52.94,3.51,3.15,22.63,30.31,50.81
GOZDE,FORTE,5,11,9.09,-1.32,13.67,-4.58,5,80.0,3.96,4.56,17.3,62.7,50.8
NTHOL,SKBNK,5,27,14.81,0.55,15.77,-0.95,4,75.0,4.85,3.9,13.5,61.5,50.79
DZGYO,BURVA,5,45,28.89,0.69,17.96,10.92,9,66.67,6.03,9.95,34.18,32.49,50.79
ISCTR,LIDER,1,14,21.43,-0.0,18.74,2.69,4,75.0,4.99,6.75,23.24,51.76,50.78
TEZOL,BURVA,4,23,30.43,2.26,17.93,12.51,7,71.43,4.61,9.11,34.45,36.97,50.77
TBORG,DITAS,5,28,21.43,0.23,15.97,5.46,4,75.0,4.86,6.22,24.47,50.53,50.75
TABGD,ALCAR,1,17,5.88,-0.67,13.07,-7.19,4,75.0,5.25,5.28,7.88,67.12,50.73
AVPGY,RYSAS,5,11,9.09,-0.05,15.51,-6.42,4,75.0,5.91,6.64,16.03,58.97,50.73
GOLTS,ENSRI,4,32,21.88,-0.32,23.02,-1.14,4,75.0,4.93,5.1,21.43,53.57,50.73
KLSER,ORGE,4,21,14.29,0.57,14.68,-0.4,4,75.0,4.48,4.66,10.57,64.43,50.71
ENJSA,EGPRO,1,13,23.08,1.1,13.61,9.47,4,75.0,3.05,3.67,15.77,59.23,50.71
AYGAZ,OZRDN,1,12,50.0,2.2,14.4,35.6,7,57.14,4.11,3.54,28.63,28.51,50.71
PNSUT,ANELE,4,20,20.0,-0.21,15.54,4.46,10,70.0,5.16,4.6,26.05,43.95,50.7
THYAO,GLYHO,3,14,14.29,-0.66,13.66,0.62,4,75.0,4.61,5.76,12.13,62.87,50.69
GOLTS,KLRHO,4,17,35.29,1.03,15.28,20.01,4,75.0,2.01,4.8,28.15,46.85,50.69
BEGYO,KBORU,4,31,6.45,-2.46,10.67,-4.22,4,75.0,6.15,6.65,15.42,59.58,50.68
NATEN,HDFGS,4,40,15.0,-0.12,13.94,1.06,4,75.0,5.57,7.12,20.59,54.41,50.65
FZLGY,ISKPL,1,27,18.52,0.91,18.34,0.18,10,70.0,4.88,7.2,19.5,50.5,50.65
TAVHL,METRO,4,11,18.18,0.3,13.55,4.64,5,80.0,2.9,4.3,22.69,57.31,50.64
VESBE,ISBTR,2,15,26.67,0.3,19.05,7.62,6,66.67,4.76,7.13,13.33,53.33,50.62
BRISA,TMPOL,2,19,15.79,-0.34,19.25,-3.46,4,75.0,5.99,8.16,24.17,50.83,50.56
MNDTR,UFUK,5,21,47.62,2.79,24.35,23.27,5,60.0,3.77,3.56,18.14,41.86,50.54
PETUN,YEOTK,1,19,15.79,-1.38,16.57,-0.78,4,75.0,5.37,5.18,19.68,55.32,50.53
BRISA,CRFSA,3,20,15.0,-0.12,12.52,2.48,4,75.0,5.56,5.97,22.18,52.82,50.53
BEGYO,BRKVY,5,31,12.9,-0.17,22.27,-9.36,4,75.0,5.08,4.64,14.77,60.23,50.5
AVPGY,SAFKR,5,11,9.09,-1.57,21.07,-11.98,4,75.0,5.87,6.14,16.88,58.12,50.5
KLSER,RYSAS,3,21,19.05,-0.55,15.45,3.6,4,75.0,4.16,4.4,16.74,58.26,50.49
VESTL,ANELE,2,18,38.89,1.82,15.48,23.41,6,66.67,3.19,3.22,26.25,40.42,50.49
